Geo,Year,PkgSpacesPerSFDU,PkgSpacesPerMFDU,PkgSpacesPerGQ,PropNonWrkTripPay,PropWkrPay,PropCashOut,PkgCost.2010
242,2050,4,1.75,0,0.06,0.4,0,3.2
243,2050,2,1.75,0,0,0,0,0
244,2050,4,1.75,0,0,0,0,0
245,2050,2,1.75,0,0,0,0,0
246,2050,2,1.75,0,0.28,0.575,0,10
249,2050,2,0.25,0,0.28,0.575,0,10
254,2050,4,1.75,0,0.06,0.4,0,3.2
256,2050,2,1.75,0,0.28,0.575,0,10
257,2050,2,1.75,0,0.28,0.575,0,10
258,2050,2,1.75,0,0,0,0,0
259,2050,2,1.75,0,0.28,0.575,0,10
260,2050,2,1.75,0,0.28,0.575,0,10
261,2050,4,1.75,0,0.28,0.575,0,10
279,2050,3,1.75,0,0,0,0,0
280,2050,4,1.75,0,0.28,0.575,0,10
281,2050,1,0.5,0,0.28,0.575,0,10
282,2050,4,1.75,0,0,0,0,0
283,2050,4,1.75,0,0,0,0,0
284,2050,4,1.75,0,0,0,0,0
285,2050,4,1.75,0,0,0,0,0
286,2050,2,1.75,0,0.06,0.4,0,3.2
289,2050,4,1.75,0,0,0,0,0
290,2050,2,1.75,0,0,0,0,0
294,2050,2,1.75,0,0.28,0.575,0,10
295,2050,4,1.75,0,0,0,0,0
296,2050,4,1.75,0,0.28,0.575,0,10
298,2050,4,1.75,0,0.06,0.4,0,3.2
299,2050,2,1.75,0,0,0,0,0
300,2050,4,1.75,0,0,0,0,0
301,2050,4,1.75,0,0,0,0,0
302,2050,2,1.75,0,0,0,0,0
303,2050,2,1.75,0,0.06,0.4,0,3.2
304,2050,2,1.75,0,0,0,0,0
309,2050,4,0.5,0,0.28,0.575,0,10
310,2050,2,1.75,0,0.06,0.4,0,3.2
312,2050,2,1.75,0,0,0,0,0
313,2050,2,1.75,0,0,0,0,0
314,2050,2,1.75,0,0,0,0,0
322,2050,3,1.75,0,0,0,0,0
323,2050,4,1.75,0,0.28,0.575,0,10
324,2050,4,1.75,0,0,0,0,0
330,2050,3,1.75,0,0,0,0,0
332,2050,4,1.75,0,0,0,0,0
333,2050,4,1.75,0,0,0,0,0
334,2050,4,1.75,0,0,0,0,0
335,2050,4,1.75,0,0.06,0.4,0,3.2
336,2050,4,1.75,0,0.06,0.4,0,3.2
338,2050,4,1.75,0,0,0,0,0
345,2050,4,1.75,0,0,0,0,0
346,2050,4,1.75,0,0,0,0,0
347,2050,4,1.75,0,0,0,0,0
350,2050,4,1.75,0,0,0,0,0
354,2050,4,1.75,0,0,0,0,0
357,2050,4,1.75,0,0,0,0,0
358,2050,4,1.75,0,0,0,0,0
359,2050,4,1.75,0,0,0,0,0
360,2050,4,1.75,0,0,0,0,0
361,2050,4,1.75,0,0,0,0,0
362,2050,4,1.75,0,0,0,0,0
363,2050,4,1.75,0,0,0,0,0
365,2050,4,1.75,0,0,0,0,0
366,2050,4,1.75,0,0.06,0.4,0,3.2
368,2050,4,1.75,0,0,0,0,0
373,2050,4,1.75,0,0,0,0,0
374,2050,4,1.75,0,0,0,0,0
376,2050,4,1.75,0,0,0,0,0
378,2050,4,1.75,0,0,0,0,0
379,2050,4,1.75,0,0,0,0,0
380,2050,4,1.75,0,0,0,0,0
381,2050,4,1.75,0,0.28,0.575,0,10
382,2050,4,1.75,0,0,0,0,0
383,2050,4,1.75,0,0,0,0,0
384,2050,4,1.75,0,0,0,0,0
388,2050,4,1.75,0,0,0,0,0
389,2050,4,1.75,0,0.06,0.4,0,3.2
390,2050,4,1.75,0,0,0,0,0
395,2050,4,1.75,0,0,0,0,0
396,2050,4,1.75,0,0,0,0,0
411,2050,6,2,1,0,0,0,0
414,2050,6,2,1,0,0,0,0
415,2050,6,2,1,0,0,0,0
416,2050,6,2,1,0,0,0,0
417,2050,6,2,1,0,0,0,0
418,2050,10,4,0.75,0,0,0,0
419,2050,6,2,1,0,0,0,0
420,2050,6,2,1,0,0,0,0
421,2050,4,1.75,0,0,0,0,0
422,2050,6,2,1,0,0,0,0
423,2050,10,4,0.75,0,0,0,0
424,2050,10,4,0.75,0,0,0,0
426,2050,4,1.75,0,0,0,0,0
427,2050,6,2,1,0,0,0,0
428,2050,6,2,1,0,0,0,0
429,2050,4,1.75,0,0,0,0,0
430,2050,4,1.75,0,0,0,0,0
431,2050,6,2,1,0,0,0,0
432,2050,6,2,1,0,0,0,0
433,2050,4,1.75,0,0,0,0,0
434,2050,4,1.75,0,0,0,0,0
435,2050,4,1.75,0,0,0,0,0
436,2050,4,1.75,0,0,0,0,0
437,2050,10,4,0.75,0,0,0,0
439,2050,4,1.75,0,0,0,0,0
442,2050,4,1.75,0,0,0,0,0
443,2050,10,4,0.75,0,0,0,0
444,2050,10,4,0.75,0,0,0,0
447,2050,4,1.75,0,0.28,0.575,0,10
450,2050,6,2,1,0,0,0,0
451,2050,6,2,1,0,0,0,0
