"Geo","Year","FwySmooth","ArtSmooth","LdvEcoDrive","HvyTrkEcoDrive"
"LCOG",2005,0,0,0.001950954,0
"LCOG",2010,0,0,0.013075491,0
"LCOG",2020,0,0,0.038029223,0
"LCOG",2035,0,0,0.141464704,0
"LCOG",2045,0,0,0.212061417,0
