"Geo","Year","ElectricityCI"
"Coburg",2005,20.82747442
"Coburg",2010,20.56287856
"Coburg",2020,17.4541436456338
"Coburg",2035,11.548775
"Coburg",2045,11.225193
"Eugene",2005,20.82747442
"Eugene",2010,20.56287856
"Eugene",2020,17.4541436456338
"Eugene",2035,11.548775
"Eugene",2045,11.225193
"Springfield",2005,20.82747442
"Springfield",2010,20.56287856
"Springfield",2020,17.4541436456338
"Springfield",2035,11.548775
"Springfield",2045,11.225193
