"Geo","LdvFwyDvmtProp","LdvArtDvmtProp","LdvOthDvmtProp","HvyTrkFwyDvmtProp","HvyTrkArtDvmtProp","HvyTrkOthDvmtProp","BusFwyDvmtProp","BusArtDvmtProp","BusOthDvmtProp"
"SKATS",0.3758,0.4787,0.1455,0.452028198,0.398645294,0.149326508,0.035,0.643,0.322
