"Geo","LdvFwyDvmtProp","LdvArtDvmtProp","LdvOthDvmtProp","HvyTrkFwyDvmtProp","HvyTrkArtDvmtProp","HvyTrkOthDvmtProp","BusFwyDvmtProp","BusArtDvmtProp","BusOthDvmtProp"
"LCOG",0.3773,0.4163,0.2064,0.452028198,0.398645294,0.149326508,0.031,0.646,0.323
