"Geo","Year","DRRevMi","VPRevMi","MBRevMi","RBRevMi","MGRevMi","SRRevMi","HRRevMi","CRRevMi"
"LCOG",2005,49200,400,263500,0,0,0,0,0
"LCOG",2010,1205200,271400,3463800,0,0,0,0,0
"LCOG",2020,813696,312462,2403196,661020,0,0,0,0
"LCOG",2035,5401305.474,576722.7745,6398454.32536182,1759950.61499381,0,0,0,0
"LCOG",2045,5401305.474,576722.7745,6717450.04864879,1847693.16824671,0,0,0,0
